Word1	Word2	OntologicalClass	ExampleType	InPartition	InSplit
city	latakia	location	NEG	Train	-
city	lausanne	location	NEG	Test	13
city	le_havre	location	NEG	Train	-
city	leeds	location	NEG	Train	-
city	leicester	location	NEG	Train	-
city	leipzig	location	NEG	Test	13
city	leon	location	NEG	Train	-
city	lexington	location	NEG	Train	-
city	leyden	location	NEG	Train	-
city	liege	location	NEG	Train	-
city	liepaja	location	NEG	Train	-
city	lille	location	NEG	Train	-
city	limeira	location	NEG	Train	-
city	limerick	location	NEG	Train	-
city	linz	location	NEG	Train	-
city	liverpool	location	NEG	Dev	15
city	lobito	location	NEG	Train	-
city	logrono	location	NEG	Train	-
city	long_beach	location	NEG	Train	-
city	los_angeles	location	NEG	Train	-
city	louisville	location	NEG	Train	-
city	lubbock	location	NEG	Train	-
city	lubeck	location	NEG	Train	-
city	lublin	location	NEG	Train	-
city	lubumbashi	location	NEG	Train	-
city	lucknow	location	NEG	Train	-
city	lund	location	NEG	Train	-
city	luoyang	location	NEG	Train	-
city	luxor	location	NEG	Train	-
city	lynchburg	location	NEG	Train	-
city	lyons	location	NEG	Train	-
city	macon	location	NEG	Dev	15
city	maiduguri	location	NEG	Dev	15
city	malaga	location	NEG	Train	-
city	malmo	location	NEG	Train	-
city	manchester	location	NEG	Train	-
city	mandalay	location	NEG	Train	-
city	mannheim	location	NEG	Train	-
city	maracaibo	location	NEG	Train	-
city	maracay	location	NEG	Train	-
city	marrakech	location	NEG	Train	-
city	marseilles	location	NEG	Train	-
city	mashhad	location	NEG	Test	13
city	matamoros	location	NEG	Train	-
city	mawlamyine	location	NEG	Train	-
city	mazatlan	location	NEG	Dev	15
city	mbeya	location	NEG	Train	-
city	medan	location	NEG	Train	-
city	medellin	location	NEG	Train	-
city	memphis	location	NEG	Train	-
city	merida	location	NEG	Train	-
city	mesa	location	NEG	Train	-
city	messina	location	NEG	Train	-
city	mexicali	location	NEG	Train	-
city	miami	location	NEG	Train	-
city	milano	location	NEG	Train	-
city	milwaukee	location	NEG	Test	13
city	minneapolis	location	NEG	Train	-
city	mobile	location	NEG	Train	-
city	molotov	location	NEG	Train	-
city	mombasa	location	NEG	Train	-
city	montego_bay	location	NEG	Dev	15
city	monterrey	location	NEG	Train	-
city	montreal	location	NEG	Train	-
city	morgantown	location	NEG	Train	-
city	mosul	location	NEG	Train	-
city	mumbai	location	NEG	Train	-
city	munich	location	NEG	Train	-
city	murmansk	location	NEG	Train	-
city	mwanza	location	NEG	Test	13
city	mycenae	location	NEG	Train	-
city	mysore	location	NEG	Train	-
city	nablus	location	NEG	Test	14
city	nagano	location	NEG	Train	-
city	nagasaki	location	NEG	Train	-
city	nagoya	location	NEG	Train	-
city	nakuru	location	NEG	Train	-
city	nalchik	location	NEG	Train	-
city	namur	location	NEG	Train	-
city	nanchang	location	NEG	Train	-
city	nancy	location	NEG	Train	-
city	nanking	location	NEG	Train	-
city	nanning	location	NEG	Train	-
city	nantes	location	NEG	Train	-
city	napoli	location	NEG	Train	-
city	natal	location	NEG	Train	-
city	new_haven	location	NEG	Train	-
city	new_orleans	location	NEG	Dev	16
city	new_york_city	location	NEG	Train	-
city	newark	location	NEG	Train	-
city	newcastle	location	NEG	Train	-
city	newport	location	NEG	Train	-
city	newport_news	location	NEG	Train	-
city	niagara_falls	location	NEG	Train	-
city	nice	location	NEG	Train	-
city	nijmegen	location	NEG	Train	-
city	nineveh	location	NEG	Train	-
city	norfolk	location	NEG	Train	-
city	northampton	location	NEG	Test	14
city	novosibirsk	location	NEG	Train	-
city	nuremberg	location	NEG	Train	-
city	nyala	location	NEG	Train	-
city	oakland	location	NEG	Train	-
city	oaxaca	location	NEG	Train	-
city	odessa	location	NEG	Train	-
city	old_delhi	location	NEG	Train	-
city	omaha	location	NEG	Train	-
city	omdurman	location	NEG	Train	-
city	omsk	location	NEG	Train	-
city	oporto	location	NEG	Train	-
city	oran	location	NEG	Train	-
city	orizaba	location	NEG	Test	14
city	orlando	location	NEG	Train	-
city	orleans	location	NEG	Train	-
city	osaka	location	NEG	Train	-
city	osasco	location	NEG	Train	-
city	ostrava	location	NEG	Train	-
city	oujda	location	NEG	Train	-
city	oviedo	location	NEG	Dev	16
city	oxford	location	NEG	Train	-
city	padua	location	NEG	Train	-
city	palermo	location	NEG	Train	-
city	papeete	location	NEG	Train	-
city	parkersburg	location	NEG	Train	-
city	pasadena	location	NEG	Train	-
city	paterson	location	NEG	Train	-
city	patras	location	NEG	Test	14
city	peoria	location	NEG	Train	-
city	perm	location	NEG	Train	-
city	pernambuco	location	NEG	Train	-
city	persepolis	location	NEG	Train	-
city	peshawar	location	NEG	Train	-
city	philadelphia	location	NEG	Train	-
city	philippi	location	NEG	Test	14
city	pinsk	location	NEG	Train	-
city	pisa	location	NEG	Train	-
city	pittsburgh	location	NEG	Train	-
city	plano	location	NEG	Train	-
city	plovdiv	location	NEG	Train	-
city	pompeii	location	NEG	Train	-
city	pompey	location	NEG	Dev	16
city	port_arthur	location	NEG	Train	-
city	port_sudan	location	NEG	Train	-
city	portland	location	NEG	Train	-
city	portsmouth	location	NEG	Train	-
city	potsdam	location	NEG	Dev	16
city	provo	location	NEG	Train	-
city	puebla	location	NEG	Dev	16
city	pueblo	location	NEG	Train	-
city	punta_arenas	location	NEG	Train	-
city	queen_city	location	NEG	Train	-
city	quezon_city	location	NEG	Train	-
city	racine	location	NEG	Train	-
city	rasht	location	NEG	Train	-
city	rawalpindi	location	NEG	Train	-
city	reading	location	NEG	Train	-
city	reims	location	NEG	Train	-
city	reno	location	NEG	Train	-
city	rio_de_janeiro	location	NEG	Train	-
city	riverside	location	NEG	Train	-
city	roanoke	location	NEG	Train	-
city	rochester	location	NEG	Train	-
city	rockford	location	NEG	Dev	16
city	rosario	location	NEG	Test	14
city	rostock	location	NEG	Dev	17
city	rostov	location	NEG	Train	-
city	rotterdam	location	NEG	Train	-
city	saint_johns	location	NEG	Train	-
city	saint_louis	location	NEG	Train	-
city	salem	location	NEG	Train	-
city	salzburg	location	NEG	Test	15
city	samaria	location	NEG	Train	-
city	samarkand	location	NEG	Train	-
city	san_antonio	location	NEG	Train	-
city	san_bernardino	location	NEG	Train	-
city	san_diego	location	NEG	Train	-
city	san_francisco	location	NEG	Train	-
city	san_jose	location	NEG	Train	-
city	san_juan	location	NEG	Dev	17
city	san_luis_potosi	location	NEG	Test	15
city	san_pedro_sula	location	NEG	Train	-
city	santa_ana	location	NEG	Test	15
city	santa_clara	location	NEG	Train	-
city	santa_cruz	location	NEG	Train	-
city	santa_maria_de_belem	location	NEG	Train	-
city	santiago_de_cuba	location	NEG	Train	-
city	santiago_de_los_caballeros	location	NEG	Train	-
city	santos	location	NEG	Train	-
city	sao_bernardo_do_campo	location	NEG	Train	-
city	sao_goncalo	location	NEG	Train	-
city	sao_joao_de_meriti	location	NEG	Train	-
city	sao_jose_dos_campos	location	NEG	Train	-
city	sao_paulo	location	NEG	Train	-
city	sapporo	location	NEG	Train	-
city	sarajevo	location	NEG	Train	-
city	saratov	location	NEG	Train	-
city	sardis	location	NEG	Dev	17
city	saskatoon	location	NEG	Train	-
city	savannah	location	NEG	Train	-
city	schenectady	location	NEG	Train	-
city	scranton	location	NEG	Train	-
city	seattle	location	NEG	Train	-
city	semarang	location	NEG	Train	-
city	setubal	location	NEG	Train	-
city	sevastopol	location	NEG	Train	-
city	seville	location	NEG	Test	15
city	seyhan	location	NEG	Train	-
city	sfax	location	NEG	Train	-
city	shanghai	location	NEG	Train	-
city	sheffield	location	NEG	Train	-
city	shenyang	location	NEG	Train	-
city	shiraz	location	NEG	Train	-
city	shreveport	location	NEG	Train	-
city	sidon	location	NEG	Train	-
city	sioux_city	location	NEG	Train	-
city	sioux_falls	location	NEG	Test	15
city	smolensk	location	NEG	Test	15
city	smyrna	location	NEG	Train	-
city	sodom	location	NEG	Train	-
city	soledad	location	NEG	Dev	17
city	solingen	location	NEG	Dev	17
city	sousse	location	NEG	Train	-
city	south_bend	location	NEG	Train	-
city	soweto	location	NEG	Train	-
city	sparta	location	NEG	Train	-
city	split	location	NEG	Dev	17
city	spokane	location	NEG	Train	-
city	springfield	location	NEG	Train	-
city	stalingrad	location	NEG	Train	-
city	stavanger	location	NEG	Train	-
city	strasbourg	location	NEG	Test	16
city	stuttgart	location	NEG	Train	-
city	sucre	location	NEG	Train	-
city	sudbury	location	NEG	Train	-
city	suez	location	NEG	Train	-
city	swansea	location	NEG	Train	-
city	syracuse	location	NEG	Train	-
city	tabora	location	NEG	Train	-
city	tabriz	location	NEG	Test	16
city	tabuk	location	NEG	Train	-
city	tacoma	location	NEG	Train	-
city	taichung	location	NEG	Train	-
city	taif	location	NEG	Train	-
city	taiyuan	location	NEG	Train	-
city	tamale	location	NEG	Train	-
city	tampa	location	NEG	Train	-
city	tampere	location	NEG	Train	-
city	tampico	location	NEG	Train	-
city	tanga	location	NEG	Train	-
city	tangiers	location	NEG	Train	-
city	tangshan	location	NEG	Train	-
city	tartu	location	NEG	Train	-
city	tel_aviv	location	NEG	Dev	18
city	temuco	location	NEG	Test	16
city	tepic	location	NEG	Train	-
city	the_hague	location	NEG	Train	-
city	thebes	location	NEG	Test	16
city	thessaloniki	location	NEG	Train	-
city	thunder_bay	location	NEG	Train	-
city	tianjin	location	NEG	Train	-
city	tijuana	location	NEG	Test	16
city	timbuktu	location	NEG	Train	-
city	toledo	location	NEG	Train	-
city	torreon	location	NEG	Train	-
city	toulon	location	NEG	Train	-
city	toulouse	location	NEG	Test	16
city	tours	location	NEG	Train	-
city	toyohashi	location	NEG	Train	-
city	toyota	location	NEG	Test	17
city	trento	location	NEG	Test	17
city	tripoli	location	NEG	Train	-
city	trondheim	location	NEG	Test	17
city	tucson	location	NEG	Test	17
city	tulsa	location	NEG	Train	-
city	turin	location	NEG	Train	-
city	tuxtla_gutierrez	location	NEG	Train	-
city	tyre	location	NEG	Train	-
city	ufa	location	NEG	Train	-
city	uppsala	location	NEG	Train	-
city	ur	location	NEG	Train	-
city	urmia	location	NEG	Test	17
city	utica	location	NEG	Train	-
city	utrecht	location	NEG	Dev	18
city	valencia	location	NEG	Train	-
city	valparaiso	location	NEG	Train	-
city	vancouver	location	NEG	Train	-
city	varna	location	NEG	Train	-
city	vatican_city	location	NEG	Train	-
city	venice	location	NEG	Train	-
city	veracruz	location	NEG	Train	-
city	verona	location	NEG	Train	-
city	versailles	location	NEG	Train	-
city	vicente_lopez	location	NEG	Train	-
city	villahermosa	location	NEG	Train	-
city	vina_del_mar	location	NEG	Train	-
city	virginia_beach	location	NEG	Train	-
city	vladivostok	location	NEG	Train	-
city	waco	location	NEG	Train	-
city	waterbury	location	NEG	Train	-
city	waterford	location	NEG	Train	-
city	weimar	location	NEG	Train	-
city	wheeling	location	NEG	Train	-
city	wichita	location	NEG	Train	-
city	wichita_falls	location	NEG	Train	-
city	wiesbaden	location	NEG	Train	-
city	wilmington	location	NEG	Train	-
city	winchester	location	NEG	Dev	18
city	windsor	location	NEG	Train	-
city	windy_city	location	NEG	Dev	18
city	worcester	location	NEG	Train	-
city	wroclaw	location	NEG	Test	17
city	wuhan	location	NEG	Train	-
city	wurzburg	location	NEG	Train	-
city	yalta	location	NEG	Train	-
city	yokohama	location	NEG	Train	-
city	youngstown	location	NEG	Train	-
city	zabrze	location	NEG	Dev	18
city	zaragoza	location	NEG	Dev	18
city	zaria	location	NEG	Train	-
city	zarqa	location	NEG	Test	18
city	zomba	location	NEG	Train	-
city	zurich	location	NEG	Test	18
city_of_westminster	borough	location	POS	Train	-
ciudad_bolivar	city	location	POS	Train	-
ciudad_bolivar	port	location	POS	Test	49
ciudad_juarez	city	location	POS	Train	-
ciudad_victoria	city	location	POS	Train	-
claes_oldenburg	sculptor	person	POS	Train	-
clarence_darrow	lawyer	person	POS	Train	-
clarence_day	writer	person	POS	Test	78
clark	general	person	POS	Train	-
clark	politician	person	POS	Train	-
clark	psychologist	person	POS	Train	-
clark_gable	actor	person	POS	Train	-
clarksburg	city	location	POS	Test	9
claude_elwood_shannon	engineer	person	POS	Dev	27
claude_monet	painter	person	POS	Test	42
claudio_monteverdi	composer	person	POS	Train	-
claudius	roman_emperor	person	POS	Train	-
clay	general	person	POS	Train	-
cleopatra	queen	person	POS	Test	53
cleveland	city	location	POS	Dev	12
clifford_odets	playwright	person	POS	Test	45
clinch_river	river	object	POS	Train	-
cline	geneticist	person	POS	Train	-
clinton	town	location	POS	Train	-
clio	muse	person	POS	Train	-
clive	general	person	POS	Train	-
clive	statesman	person	POS	Train	-
clovis_i	king	person	POS	Train	-
clyde	river	object	POS	Train	-
clyde_tombaugh	astronomer	person	POS	Train	-
coahuila	state	location	POS	Train	-
coast_mountains	range	object	POS	Test	54
cocytus	river	object	POS	Train	-
cole_porter	composer	person	POS	Train	-
colette	writer	person	POS	Train	-
colima	volcano	location	POS	Dev	78
colin_powell	general	person	POS	Train	-
colin_powell	statesman	person	POS	Train	-
cologne	city	location	POS	Test	9
colonel_blimp	fictional_character	person	POS	Train	-
colony	cayman_islands	location	NEG	Train	-
colony	connecticut	location	NEG	Dev	19
colony	delaware	location	NEG	Train	-
colony	demerara	location	NEG	Test	18
colony	georgia	location	NEG	Train	-
colony	gibraltar	location	NEG	Test	18
colony	maryland	location	NEG	Test	18
colony	massachusetts_bay_colony	location	NEG	Train	-
colony	new_amsterdam	location	NEG	Train	-
colony	new_hampshire	location	NEG	Train	-
colony	new_jersey	location	NEG	Train	-
colony	new_netherland	location	NEG	Train	-
colony	new_york	location	NEG	Train	-
colony	north_carolina	location	NEG	Train	-
colony	pennsylvania	location	NEG	Train	-
colony	plymouth_colony	location	NEG	Train	-
colony	rhode_island	location	NEG	Train	-
colony	rock_of_gibraltar	location	NEG	Train	-
colony	south_carolina	location	NEG	Train	-
colony	virginia	location	NEG	Train	-
colorado_desert	desert	location	POS	Test	24
colorado_plateau	plateau	object	POS	Train	-
colorado_river	river	object	POS	Train	-
colorado_springs	city	location	POS	Train	-
colossae	city	location	POS	Train	-
columba	constellation	object	POS	Train	-
columbia	state_capital	location	POS	Train	-
columbia	town	location	POS	Dev	72
columbia_river	river	object	POS	Train	-
columbia_university	university	artifact	POS	Train	-
columbus	city	location	POS	Test	10
columbus	port_of_entry	location	POS	Train	-
columbus	state_capital	location	POS	Train	-
columbus	town	location	POS	Test	71
coma_berenices	constellation	object	POS	Train	-
comedian	arthur_marx	person	NEG	Dev	19
comedian	benny_hill	person	NEG	Train	-
comedian	bob_hope	person	NEG	Train	-
comedian	buster_keaton	person	NEG	Train	-
comedian	caesar	person	NEG	Train	-
comedian	charlie_chaplin	person	NEG	Dev	19
comedian	chico	person	NEG	Train	-
comedian	dudley_moore	person	NEG	Dev	19
comedian	fields	person	NEG	Dev	19
comedian	hardy	person	NEG	Train	-
comedian	harry_lauder	person	NEG	Test	18
comedian	herbert_marx	person	NEG	Train	-
comedian	jack_benny	person	NEG	Train	-
comedian	jimmy_durante	person	NEG	Train	-
comedian	martin	person	NEG	Train	-
comedian	moore	person	NEG	Train	-
comedian	nathan_birnbaum	person	NEG	Train	-
comedian	sid_caesar	person	NEG	Train	-
comedian	stan_laurel	person	NEG	Dev	19
comedian	steve_martin	person	NEG	Train	-
common_era	era	Other	POS	Dev	28
community	achomawi	Other	NEG	Train	-
community	inca	Other	NEG	Train	-
community	inka	Other	NEG	Train	-
community	quechua	Other	NEG	Train	-
community	xhosa	Other	NEG	Train	-
community	zulu	Other	NEG	Train	-
comoro_islands	archipelago	location	POS	Train	-
comoros	country	location	POS	Train	-
composer	aaron_copland	person	NEG	Train	-
composer	alban_berg	person	NEG	Train	-
composer	ambrose	person	NEG	Train	-
composer	andres_segovia	person	NEG	Train	-
composer	andrew_lloyd_webber	person	NEG	Test	19
composer	anton_bruckner	person	NEG	Train	-
composer	antonio_vivaldi	person	NEG	Train	-
composer	aram_khachaturian	person	NEG	Dev	20
composer	arcangelo_corelli	person	NEG	Train	-
composer	arnold_schoenberg	person	NEG	Train	-
composer	arthur_honegger	person	NEG	Train	-
composer	artur_schnabel	person	NEG	Train	-
composer	bedrich_smetana	person	NEG	Train	-
composer	bela_bartok	person	NEG	Train	-
composer	benjamin_britten	person	NEG	Train	-
composer	byrd	person	NEG	Train	-
composer	carl_maria_von_weber	person	NEG	Train	-
composer	carl_nielsen	person	NEG	Train	-
composer	carlos_chavez	person	NEG	Train	-
composer	cesar_franck	person	NEG	Train	-
composer	claudio_monteverdi	person	NEG	Train	-
composer	cole_porter	person	NEG	Train	-
composer	constant_lambert	person	NEG	Test	19
composer	coward	person	NEG	Train	-
composer	darius_milhaud	person	NEG	Train	-
composer	deems_taylor	person	NEG	Train	-
composer	dmitri_shostakovich	person	NEG	Train	-
composer	dvorak	person	NEG	Train	-
composer	edvard_grieg	person	NEG	Train	-
composer	elgar	person	NEG	Train	-
composer	engelbert_humperdinck	person	NEG	Train	-
composer	erik_satie	person	NEG	Train	-
composer	ernest_bloch	person	NEG	Dev	20
composer	felix_mendelssohn	person	NEG	Train	-
composer	francis_poulenc	person	NEG	Train	-
composer	francois_couperin	person	NEG	Train	-
composer	franz_lehar	person	NEG	Train	-
composer	franz_schubert	person	NEG	Train	-
composer	frederick_delius	person	NEG	Train	-
composer	fromental_halevy	person	NEG	Train	-
composer	gaetano_donizetti	person	NEG	Dev	20
composer	georg_philipp_telemann	person	NEG	Train	-
composer	george_enescu	person	NEG	Train	-
composer	george_frederick_handel	person	NEG	Train	-
composer	george_gershwin	person	NEG	Train	-
composer	georges_bizet	person	NEG	Train	-
composer	giacomo_meyerbeer	person	NEG	Train	-
composer	giacomo_puccini	person	NEG	Train	-
composer	gian_carlo_menotti	person	NEG	Train	-
composer	giovanni_pierluigi_da_palestrina	person	NEG	Train	-
composer	giuseppe_verdi	person	NEG	Train	-
composer	gluck	person	NEG	Train	-
composer	gustav_mahler	person	NEG	Train	-
composer	handy	person	NEG	Train	-
composer	hector_berlioz	person	NEG	Train	-
composer	heitor_villa-lobos	person	NEG	Train	-
composer	henry_purcell	person	NEG	Train	-
composer	hugo_wolf	person	NEG	Train	-
composer	igor_stravinsky	person	NEG	Train	-
composer	jacques_offenbach	person	NEG	Train	-
composer	jean-philippe_rameau	person	NEG	Train	-
composer	jerome_kern	person	NEG	Train	-
composer	johann_sebastian_bach	person	NEG	Train	-
composer	johannes_brahms	person	NEG	Train	-
composer	john_cage	person	NEG	Train	-
composer	john_dowland	person	NEG	Train	-
composer	john_philip_sousa	person	NEG	Train	-
composer	joseph_haydn	person	NEG	Train	-
composer	joseph_joachim	person	NEG	Train	-
composer	kurt_weill	person	NEG	Train	-
composer	lasso	person	NEG	Test	19
composer	ledbetter	person	NEG	Train	-
composer	leo_delibes	person	NEG	Train	-
composer	leonard_bernstein	person	NEG	Train	-
composer	ludwig_van_beethoven	person	NEG	Train	-
composer	luigi_cherubini	person	NEG	Test	19
composer	manuel_de_falla	person	NEG	Train	-
composer	marc_blitzstein	person	NEG	Train	-
composer	maurice_ravel	person	NEG	Train	-
composer	max_bruch	person	NEG	Train	-
composer	moore	person	NEG	Train	-
composer	mussorgsky	person	NEG	Train	-
composer	noel_coward	person	NEG	Train	-
composer	ottorino_respighi	person	NEG	Train	-
composer	paul_dukas	person	NEG	Train	-
composer	paul_hindemith	person	NEG	Dev	20
composer	percy_grainger	person	NEG	Train	-
composer	pierre_boulez	person	NEG	Train	-
composer	ralph_vaughan_williams	person	NEG	Train	-
composer	richard_rodgers	person	NEG	Train	-
composer	richard_strauss	person	NEG	Dev	20
composer	roger_sessions	person	NEG	Train	-
composer	roy_orbison	person	NEG	Train	-
composer	samuel_barber	person	NEG	Test	19
composer	scott_joplin	person	NEG	Train	-
composer	sibelius	person	NEG	Train	-
composer	sigmund_romberg	person	NEG	Test	19
composer	sir_arthur_sullivan	person	NEG	Train	-
composer	stephen_sondheim	person	NEG	Train	-
composer	steve_reich	person	NEG	Train	-
composer	tallis	person	NEG	Test	20
composer	taylor	person	NEG	Dev	20
composer	tchaikovsky	person	NEG	Train	-
composer	varese	person	NEG	Train	-
composer	vincenzo_bellini	person	NEG	Train	-
composer	virgil_thomson	person	NEG	Train	-
composer	wagner	person	NEG	Train	-
composer	walter_piston	person	NEG	Train	-
composer	walton	person	NEG	Train	-
composer	william_byrd	person	NEG	Train	-
composer	william_walton	person	NEG	Train	-
composer	wolfgang_amadeus_mozart	person	NEG	Test	20
conakry	port	location	POS	Dev	51
concepcion	city	location	POS	Dev	12
concord	state_capital	location	POS	Train	-
concord	town	location	POS	Test	72
conductor	arthur_fiedler	person	NEG	Dev	21
conductor	arturo_toscanini	person	NEG	Train	-
conductor	benjamin_britten	person	NEG	Train	-
conductor	bruno_walter	person	NEG	Train	-
conductor	carl_maria_von_weber	person	NEG	Train	-
conductor	constant_lambert	person	NEG	Train	-
conductor	eugene_ormandy	person	NEG	Dev	21
conductor	george_szell	person	NEG	Train	-
conductor	gustav_mahler	person	NEG	Dev	21
conductor	leonard_bernstein	person	NEG	Train	-
conductor	leopold_stokowski	person	NEG	Train	-
conductor	paul_hindemith	person	NEG	Train	-
conductor	seiji_ozawa	person	NEG	Test	20
conductor	serge_koussevitzky	person	NEG	Train	-
conductor	wood	person	NEG	Train	-
congo	river	object	POS	Test	56
congo_river	river	object	POS	Train	-
connecticut	colony	location	POS	Dev	19
connecticut_river	river	object	POS	Test	57
conrad_aiken	writer	person	POS	Train	-
constant_lambert	composer	person	POS	Test	19
constant_lambert	conductor	person	POS	Train	-
constantin_brancusi	sculptor	person	POS	Test	62
constantina	city	location	POS	Train	-
constantine	city	location	POS	Train	-
constantine	roman_emperor	person	POS	Train	-
constantine_i	roman_emperor	person	POS	Train	-
constantinople	city	location	POS	Test	10
constellation	andromeda	object	NEG	Train	-
constellation	antlia	object	NEG	Train	-
constellation	apus	object	NEG	Train	-
constellation	aquarius	object	NEG	Train	-
constellation	aquila	object	NEG	Train	-
constellation	ara	object	NEG	Train	-
constellation	argos	object	NEG	Train	-
constellation	aries	object	NEG	Train	-
constellation	auriga	object	NEG	Train	-
constellation	bootes	object	NEG	Test	20
constellation	caelum	object	NEG	Train	-
constellation	cancer	object	NEG	Train	-
constellation	canis_major	object	NEG	Train	-
constellation	canis_minor	object	NEG	Train	-
constellation	capricornus	object	NEG	Train	-
constellation	carina	object	NEG	Test	20
constellation	cassiopeia	object	NEG	Train	-
constellation	centaurus	object	NEG	Train	-
constellation	cepheus	object	NEG	Train	-
constellation	cetus	object	NEG	Test	20
constellation	chamaeleon	object	NEG	Train	-
constellation	circinus	object	NEG	Train	-
constellation	columba	object	NEG	Train	-
constellation	coma_berenices	object	NEG	Train	-
constellation	corona_borealis	object	NEG	Train	-
constellation	corvus	object	NEG	Train	-
constellation	crane	object	NEG	Train	-
constellation	crater	object	NEG	Train	-
constellation	crow	object	NEG	Test	21
constellation	crux	object	NEG	Train	-
constellation	cygnus	object	NEG	Train	-
constellation	delphinus	object	NEG	Train	-
constellation	dorado	object	NEG	Train	-
constellation	dove	object	NEG	Train	-
constellation	draco	object	NEG	Train	-
constellation	dragon	object	NEG	Dev	21
constellation	eridanus	object	NEG	Train	-
constellation	fornax	object	NEG	Train	-
constellation	gemini	object	NEG	Test	21
constellation	grus	object	NEG	Train	-
constellation	hercules	object	NEG	Train	-
constellation	hunter	object	NEG	Train	-
constellation	hydra	object	NEG	Train	-
constellation	hydrus	object	NEG	Test	21
constellation	indus	object	NEG	Train	-
constellation	leo	object	NEG	Train	-
constellation	lepus	object	NEG	Train	-
constellation	libra	object	NEG	Train	-
constellation	little_bear	object	NEG	Train	-
constellation	lupus	object	NEG	Train	-
constellation	lyra	object	NEG	Train	-
constellation	mensa	object	NEG	Test	21
constellation	microscopium	object	NEG	Train	-
constellation	musca	object	NEG	Test	21
constellation	norma	object	NEG	Train	-
constellation	octans	object	NEG	Train	-
constellation	ophiuchus	object	NEG	Train	-
constellation	orion	object	NEG	Train	-
constellation	pavo	object	NEG	Train	-
constellation	pegasus	object	NEG	Dev	21
constellation	perseus	object	NEG	Test	21
constellation	phoenix	object	NEG	Train	-
constellation	pictor	object	NEG	Train	-
constellation	pisces	object	NEG	Test	22
constellation	puppis	object	NEG	Train	-
constellation	pyxis	object	NEG	Train	-
constellation	sagitta	object	NEG	Dev	21
constellation	sagittarius	object	NEG	Train	-
constellation	scorpius	object	NEG	Dev	22
constellation	sculptor	object	NEG	Dev	22
constellation	serpens	object	NEG	Train	-
constellation	snake	object	NEG	Train	-
constellation	southern_cross	object	NEG	Train	-
constellation	telescopium	object	NEG	Train	-
constellation	triangulum	object	NEG	Train	-
constellation	triangulum_australe	object	NEG	Train	-
constellation	tucana	object	NEG	Train	-
constellation	ursa_major	object	NEG	Train	-
constellation	vela	object	NEG	Train	-
constellation	virgo	object	NEG	Dev	22
constellation	volans	object	NEG	Train	-
constellation	vulpecula	object	NEG	Train	-
continent	africa	object	NEG	Train	-
continent	antarctica	object	NEG	Train	-
continent	asia	object	NEG	Train	-
continent	eurasia	object	NEG	Train	-
continent	europe	object	NEG	Train	-
continent	laurasia	object	NEG	Train	-
continent	north_america	object	NEG	Train	-
continent	pangaea	object	NEG	Test	22
continent	south_america	object	NEG	Train	-
cook_strait	strait	object	POS	Train	-
cooper_union	university	artifact	POS	Test	76
cooperstown	town	location	POS	Train	-
coosa_river	river	object	POS	Dev	57
coral_sea	sea	object	POS	Train	-
cordell_hull	diplomat	person	POS	Train	-
cordoba	city	location	POS	Train	-
cordova	city	location	POS	Test	10
corinth	city	location	POS	Train	-
corinth	port	location	POS	Train	-
cork	city	location	POS	Train	-
cork	port	location	POS	Train	-
cornelius_vanderbilt	financier	person	POS	Train	-
cornell_university	university	artifact	POS	Train	-
cornwall	county	location	POS	Train	-
corona_borealis	constellation	object	POS	Train	-
corpus_christi	city	location	POS	Train	-
correggio	old_master	person	POS	Train	-
corregidor	siege	act	POS	Train	-
corsica	island	location	POS	Train	-
corvus	constellation	object	POS	Train	-
cosimo_de_medici	financier	person	POS	Train	-
cosimo_de_medici	statesman	person	POS	Train	-
cotacachi	volcano	location	POS	Train	-
cotonou	city	location	POS	Train	-
cotonou	port	location	POS	Train	-
cotopaxi	volcano	location	POS	Train	-
cotswolds	hill	location	POS	Train	-
coulomb	physicist	person	POS	Train	-
council_bluffs	town	location	POS	Train	-
count_fleet	thoroughbred	Other	POS	Train	-
country	antigua_and_barbuda	location	NEG	Test	22
country	barbados	location	NEG	Train	-
country	burkina_faso	location	NEG	Train	-
country	cape_verde	location	NEG	Train	-
country	comoros	location	NEG	Train	-
country	cuba	location	NEG	Train	-
country	cyprus	location	NEG	Train	-
country	dominica	location	NEG	Train	-
country	dominican_republic	location	NEG	Train	-
country	dutch_east_indies	location	NEG	Train	-
country	east_timor	location	NEG	Train	-
country	etruria	location	NEG	Train	-
country	federated_states_of_micronesia	location	NEG	Train	-
country	fiji	location	NEG	Train	-
country	grenada	location	NEG	Train	-
country	haiti	location	NEG	Test	22
country	israel	location	NEG	Train	-
country	jamaica	location	NEG	Train	-
country	kiribati	location	NEG	Train	-
country	maldives	location	NEG	Train	-
country	malta	location	NEG	Test	22
country	marshall_islands	location	NEG	Train	-
country	mauritius	location	NEG	Train	-
country	nauru	location	NEG	Dev	22
country	new_hebrides	location	NEG	Train	-
country	new_zealand	location	NEG	Test	22
country	palau	location	NEG	Train	-
country	papua_new_guinea	location	NEG	Train	-
country	philippines	location	NEG	Train	-
country	rus	location	NEG	Train	-
country	saint_kitts_and_nevis	location	NEG	Train	-
country	saint_lucia	location	NEG	Train	-
country	saint_vincent_and_the_grenadines	location	NEG	Dev	22
country	samoa	location	NEG	Test	23
country	sao_tome_and_principe	location	NEG	Train	-
country	seychelles	location	NEG	Train	-
